13127983,13127964,13243607
13127992,13127990,13139215
13128565,13128566,13180999
13130340,13130326,13214528
13128921,13130384,13203898
13131136,13131135,13139517
13134627,13133070,13237006
13134981,13134314,13216320
13134919,13159147,13190361
13134919,13135006,13149283
13159147,13135006,13219140
13135926,13135930,13147367
13136348,13136346,13253214
13136583,13135687,13156541
13136658,13136865,13138052
13138245,13138314,13261642
13140340,13140339,13187979
13140711,13131471,13251213
13140750,13140732,13164539
13138593,13141181,13253535
13140375,13141661,13249233
13141707,13141644,13160492
13128005,13141903,13214820
13141979,13140033,13236199
13142021,13142020,13129419
13142324,13142323,13134261
13137405,13142472,13177807
13143977,13141301,13153120
13144460,13144459,13168509
13144911,13142459,13248049
13146055,13146058,13172824
13146598,13141868,13248495
13135693,13146975,13159532
13146766,13148162,13212059
13147649,13148582,13161653
13141728,13148597,13131973
13149138,13145180,13209010
13139601,13150397,13214842
13151264,13140560,13235400
13151411,13151249,13140658
13151509,13144740,13162283
13151485,13151551,13185186
13138089,13151817,13152684
13152056,13152055,13129562
13153641,13152597,13197299
13153641,13152600,13134193
13152597,13152600,13178086
13152886,13152903,13248114
13153687,13153688,13134267
13154137,13136010,13130068
13154758,13154757,13139517
13155178,13151985,13159775
13155202,13155204,13156074
13155202,13158584,13141728
13155202,13155200,13202240
13155202,13158906,13137314
13155202,13155194,13204621
13155204,13158584,13165411
13155204,13155200,13220246
13155204,13158906,13252610
13155204,13155194,13187216
13158584,13155200,13192020
13158584,13158906,13250040
13158584,13155194,13134512
13155200,13158906,13196991
13155200,13155194,13223286
13158906,13155194,13172469
13155293,13155468,13217271
13155515,13151214,13179927
13155515,13161817,13249966
13151214,13161817,13197174
13156158,13151199,13245081
13156158,13155612,13246864
13156158,13156157,13130196
13151199,13155612,13216473
13151199,13156157,13202707
13155612,13156157,13148814
13155744,13155701,13167275
13155301,13155968,13197978
13155504,13155969,13173157
13159075,13157891,13170640
13159320,13159537,13147292
13158846,13159731,13228646
13160108,13157109,13190790
13160127,13160435,13264760
13159838,13160597,13147806
13160141,13160616,13248829
13136979,13160803,13261095
13148676,13160817,13130016
13159711,13161649,13255178
13147553,13161841,13186369
13159775,13161856,13257054
13161629,13161982,13180131
13162375,13162203,13160813
13162697,13161235,13136064
13159234,13165950,13143468
13159234,13163305,13204119
