13242777,13243327,13151115
13158906,13155200,13196991
13246910,13243327,13242649
13151264,13140560,13235400
13153641,13152597,13197299
13165507,13164188,13157004
13204251,13240995,13232413
13193937,13189087,13205372
13256452,13185680,13194066
13258198,13250999,13223651
13169894,13171555,13216318
13169047,13169048,13129306
13198035,13198048,13236547
13151817,13138089,13152684
13208370,13208142,13249393
13156157,13155612,13148814
13151249,13151411,13140658
13252427,13261139,13204672
13152600,13152597,13178086
13158584,13155200,13192020
13140340,13140339,13187979
13212082,13202193,13128704
13238101,13201362,13155741
13213657,13223590,13153151
13198046,13198048,13137359
13204638,13187195,13175010
13156416,13210478,13185976
13201019,13233364,13220246
13200424,13196883,13160221
13208277,13229189,13243645
13198047,13198048,13129408
13168086,13170923,13196772
13155194,13155202,13204621
13217816,13217472,13231838
13242897,13167320,13134608
13198035,13234493,13139783
13226324,13173286,13190925
13157109,13160108,13190790
13263635,13261139,13255412
13261495,13261621,13161765
13177636,13220405,13201909
13208179,13210925,13180394
13154831,13203306,13247826
13228163,13228165,13134324
13155273,13205263,13251440
13149138,13145180,13209010
13208431,13250682,13134514
13193002,13172981,13136456
13154758,13154757,13139517
13210328,13204841,13160401
13242673,13216297,13203021
13158584,13155204,13165411
13167734,13168953,13254030
13212082,13223590,13160931
13180533,13249064,13140079
13152886,13152903,13248114
13163305,13159234,13204119
13134981,13134314,13216320
13257941,13230761,13152420
13211975,13183096,13234404
13160817,13148676,13130016
13168160,13168436,13140936
13206543,13203335,13229364
13135926,13135930,13147367
13198046,13234493,13179984
13156416,13218533,13257259
13212599,13167213,13201745
13196621,13157703,13136351
13245938,13253812,13169499
13180212,13180578,13138228
13187544,13194259,13261798
13261777,13263804,13159341
13165628,13165358,13192039
13159234,13165950,13143468
13139601,13150397,13214842
13212082,13213657,13195480
13142472,13137405,13177807
13160435,13160127,13264760
13247213,13239486,13240076
13256284,13256283,13233161
13215159,13215090,13189600
13243811,13179687,13145675
13261775,13263804,13247226
13158906,13155204,13252610
13144460,13144459,13168509
13198047,13234493,13183500
13218595,13222548,13177499
13161856,13159775,13257054
13256025,13258068,13140333
13216663,13200233,13175621
13241903,13206252,13185622
13155194,13155200,13223286
13141707,13141644,13160492
13177782,13177775,13237014
13233364,13256676,13144973
13192789,13198321,13176635
13159147,13134919,13190361
13131135,13131136,13139517
13154137,13136010,13130068
13239287,13190230,13154177
13183378,13179708,13224594
13171847,13171855,13217564
13180376,13180134,13256021
13244400,13148585,13203636
13210666,13165789,13202970
13138593,13141181,13253535
13165878,13165921,13133897
13183915,13183914,13265076
13210730,13226385,13171524
13178890,13180075,13168118
13218114,13229576,13237301
13152600,13153641,13134193
13251506,13251370,13157502
13244817,13168518,13181726
13232957,13258278,13141697
13161817,13155515,13249966
13249651,13167995,13161954
13226705,13253074,13226055
13180937,13172117,13167059
13160803,13136979,13261095
13247200,13262251,13162512
13198047,13198046,13205289
13251927,13227763,13220412
13160124,13173277,13139603
13212658,13204638,13212711
13223978,13256048,13138160
13154165,13168792,13186522
13147553,13161841,13186369
13265019,13266249,13200218
13261777,13261775,13139222
13206167,13203278,13154137
13162203,13162375,13160813
13209442,13169640,13219790
13204972,13204964,13202282
13210284,13173052,13250072
13181876,13179687,13154365
13155200,13155204,13220246
13154165,13168309,13154353
13148162,13146766,13212059
13151214,13155515,13179927
13195639,13201476,13187546
13195203,13188096,13185726
13151199,13156157,13202707
13159320,13159537,13147292
13213657,13202193,13263304
13237953,13224611,13219010
13224052,13147402,13202363
13245417,13245416,13205708
13252883,13232864,13153046
13261783,13261798,13161719
13183839,13216403,13171631
13184063,13184065,13257321
13218533,13210478,13195988
13138314,13138245,13261642
13159147,13135006,13219140
13164216,13224985,13212536
13158584,13155194,13134512
13155301,13155968,13197978
13135693,13146975,13159532
13143805,13173387,13265197
13247655,13237478,13220429
13133070,13134627,13237006
13202257,13231926,13230342
13256713,13229532,13210310
13135687,13136583,13156541
13173783,13207295,13151294
13140711,13131471,13251213
13155417,13171719,13232668
13234493,13198048,13168358
13214464,13218010,13257251
13249050,13246710,13264838
13134919,13135006,13149283
13179984,13180212,13215332
13241533,13204251,13131682
13158906,13155194,13172469
13203077,13192012,13228962
13162981,13215505,13157109
13135691,13193178,13230714
13206780,13149726,13255451
13243811,13181876,13176879
13220838,13209330,13167730
13153687,13153688,13134267
13215074,13214485,13210329
13143977,13141301,13153120
13197877,13197879,13199453
13197743,13199836,13180394
13183839,13169956,13203874
13215668,13207113,13215647
13169956,13216403,13243990
13130326,13130340,13214528
13246184,13246185,13217176
13264182,13264866,13176468
13245673,13243584,13235177
13136346,13136348,13253214
13194438,13149195,13134691
13250189,13162757,13209008
13224031,13244315,13167452
13146055,13146058,13172824
13158584,13155202,13141728
13180101,13180649,13258304
13142324,13142323,13134261
13218681,13222568,13248079
13247166,13247983,13143979
13245687,13258734,13158513
13204875,13201705,13248876
13201019,13256676,13236568
13242777,13246910,13219250
13178073,13150211,13173854
13128565,13128566,13180999
13181697,13180840,13180841
13181697,13174559,13216686
13155744,13155701,13167275
13257036,13204208,13191397
13142151,13209442,13177470
13212603,13167213,13157300
13142020,13142021,13129419
13142697,13206231,13145717
13223508,13244945,13183655
13157471,13178199,13237416
13148597,13141728,13131973
13244875,13201162,13134065
13241533,13240995,13198356
13264157,13263670,13142555
13163661,13163574,13228054
13207041,13207042,13168509
13204592,13202372,13140112
13216287,13216285,13216076
13222377,13203378,13257854
13127983,13127964,13243607
13141661,13140375,13249233
13212415,13228962,13205070
13151985,13155178,13159775
13155504,13155969,13173157
13187385,13251673,13199489
13218654,13220451,13185624
13202193,13223590,13237943
13151214,13161817,13197174
13142459,13144911,13248049
13170985,13160809,13147558
13168603,13196621,13219440
13136658,13136865,13138052
13215870,13217420,13152783
13155612,13156158,13246864
13181465,13181726,13168244
13192597,13192602,13166255
13198047,13198035,13260718
13248118,13233529,13241694
13180840,13174559,13234906
13146598,13141868,13248495
13156157,13156158,13130196
13220588,13221280,13157079
13175338,13178752,13256095
13159711,13161649,13255178
13155194,13155204,13187216
13147649,13148582,13161653
13159838,13160597,13147806
13212658,13187195,13178773
13171244,13170998,13207625
13171577,13171679,13161901
13155204,13155202,13156074
13158906,13155202,13137314
13151199,13155612,13216473
13221706,13221715,13188733
13163898,13165507,13166195
13164721,13154791,13153945
13185609,13221827,13131390
13158906,13158584,13250040
13128005,13141903,13214820
13160616,13160141,13248829
13252353,13252783,13190525
13158846,13159731,13228646
13162697,13161235,13136064
13168603,13157703,13131895
13179984,13180578,13265720
13182334,13182516,13198814
13130384,13128921,13203898
13141979,13140033,13236199
13152056,13152055,13129562
13204607,13204706,13225937
13205433,13207007,13258419
13198046,13198035,13241782
13184516,13175918,13256363
13183125,13182261,13136012
13223771,13217063,13218595
13161982,13161629,13180131
13127992,13127990,13139215
13253674,13232475,13235761
13151551,13151485,13185186
13255696,13255697,13161835
13207333,13206242,13225396
13155293,13155468,13217271
13251043,13251033,13184255
13151509,13144740,13162283
13225824,13223370,13180586
13209222,13209224,13218554
13138970,13181454,13261831
13171631,13150219,13168518
13177895,13170347,13198477
13151199,13156158,13245081
13216296,13186580,13134635
13155200,13155202,13202240
13206892,13207788,13147633
13260973,13259466,13230112
13140750,13140732,13164539
13193184,13194000,13169535
13163898,13164188,13141707
13263635,13252427,13140066
13168309,13168792,13137979
13163305,13165950,13165719
13252846,13151339,13152241
13142151,13169640,13178373
13212603,13212599,13140935
13159075,13157891,13170640
13241999,13271036,13274977
13272975,13274319,13275376
13273576,13143667,13269932
13168721,13268967,13276567
13271064,13270663,13270237
13214966,13268003,13271027
13268003,13268026,13267718
13274661,13276478,13273634
13266504,13266717,13221914
13269098,13270626,13271205
13210167,13270840,13270339
13266308,13267218,13274477
13221914,13276828,13271453
