16121,15986,22770
16064,16127,40969
15863,16232,24921
15922,16259,40085
16304,16436,27908
16538,16694,50546
16705,16794,16049
16392,16833,32329
17131,16913,25603
17131,16434,49640
16913,16434,25947
20181,20113,35865
20181,16095,38791
20181,16923,19896
20181,48783,16705
20181,50039,25327
20181,22881,19976
20181,33586,44266
20181,41461,29305
20113,16095,35756
20113,16923,32690
20113,48783,50036
20113,50039,33444
20113,22881,22311
20113,33586,30228
20113,41461,26638
16095,16923,25592
16095,48783,21241
16095,50039,49599
16095,22881,47622
16095,33586,17153
16095,41461,47203
16923,48783,20442
16923,50039,30355
16923,22881,40987
16923,33586,34998
16923,41461,43378
48783,50039,22365
48783,22881,37916
48783,33586,40187
48783,41461,50729
50039,22881,23379
50039,33586,45611
50039,41461,34933
22881,33586,19914
22881,41461,21089
33586,41461,27908
16701,18890,24574
16701,16930,18760
18890,16930,18143
17196,16046,41662
17210,17208,30221
17297,17140,27244
17037,17431,25902
16714,17574,19495
17748,17147,34047
18519,18704,49791
18797,18745,25987
17468,18817,30220
18794,18822,22755
18794,33211,25530
18822,33211,22041
16318,19252,50172
19334,16595,39828
17844,19544,31060
19644,17542,22410
19670,19262,51118
19840,19775,22362
19888,19489,23481
20711,20399,50603
20711,17156,29463
20711,23986,21754
20399,17156,42519
20399,23986,28811
17156,23986,39628
19378,20495,27947
20467,20526,46140
20560,20063,47858
20635,17114,23514
20676,15926,47301
18921,20697,27731
20764,20839,48956
20067,20883,50359
20067,21324,19553
20883,21324,23979
20998,16672,23122
20751,21253,28041
21355,21431,18191
19600,21713,16684
19600,22440,33876
21713,22440,50606
17822,21739,20194
17822,26907,41797
21739,26907,40611
16244,21936,40977
22863,32135,19370
22863,18551,48098
22863,22231,19038
22863,35485,39741
22863,22207,49088
22863,25687,46261
32135,18551,15951
32135,22231,47999
32135,35485,26781
32135,22207,21877
32135,25687,37708
18551,22231,32073
18551,35485,43961
18551,22207,20494
18551,25687,40233
22231,35485,50489
22231,22207,51099
22231,25687,16799
35485,22207,47662
35485,25687,23256
22207,25687,27916
45106,22295,50257
45106,16118,26373
22295,16118,16913
22365,19393,24005
22322,22373,43904
30250,21690,24290
30250,22389,34963
30250,23963,16928
30250,33145,34432
21690,22389,35248
21690,23963,25590
21690,33145,24008
22389,23963,22233
22389,33145,16281
23963,33145,36025
35293,21833,18836
35293,22551,19381
21833,22551,39552
21909,22574,39728
22638,16527,44554
22753,20400,22214
18200,22797,40069
21062,22870,20570
22979,23173,35862
22999,32032,45926
22999,20586,39279
32032,20586,38595
23223,25530,33928
23223,23222,38076
25530,23222,22979
23134,23452,34266
23472,22399,29627
23115,23551,17490
22644,23745,43795
22619,23822,22473
23287,23898,35968
23997,22844,37531
23168,24087,21594
24463,25001,49957
24463,23707,31286
25001,23707,44696
24466,24468,47852
27042,24507,42641
27042,23329,19775
24507,23329,50554
24511,24579,50785
24599,19408,21932
24602,24603,35400
22168,24751,47514
19923,24891,34230
24930,25064,23091
24930,23418,28931
25064,23418,18952
48686,25127,44199
48686,19341,41717
25127,19341,49204
25137,25068,50753
