13137759,13142715,13242659
13263738,13263735,13233432
13259794,13259948,13135980
13155447,13221477,13261021
13146021,13155769,13214133
13267350,13267272,13156707
13151215,13146271,13250558
13267350,13267357,13266975
13217547,13219569,13263529
13171485,13179511,13146426
13254880,13233216,13188516
13210226,13210227,13264497
13235112,13176073,13185309
13238901,13232451,13145554
13256678,13230731,13146374
13233552,13233561,13225940
13243106,13243105,13199421
13205219,13150721,13183944
13196238,13235710,13265201
13175312,13179580,13215913
13157793,13154874,13223941
13233562,13233561,13173998
13223505,13223507,13189595
13267348,13267346,13206032
13146090,13146087,13193161
13219593,13223394,13268211
13267350,13267239,13257594
13162742,13193902,13235081
13151215,13146087,13196188
13267239,13267357,13173689
13267302,13267346,13233200
13233562,13233564,13212056
13191886,13193564,13170647
13179147,13180388,13233532
13131042,13185351,13251986
13206405,13152289,13158460
13211667,13242507,13205726
13198089,13186636,13151330
13168172,13150721,13185507
13267350,13267260,13131146
13267272,13267269,13184052
13174312,13201105,13201147
13165725,13195681,13221758
13164497,13229314,13256634
13229317,13162742,13202608
13216506,13260227,13267412
13245329,13216065,13257374
13205726,13131947,13240721
13261082,13265500,13264819
13267272,13267346,13158150
13159454,13243136,13132972
13203526,13220600,13241436
13267302,13267348,13210941
13248760,13251257,13161435
13161398,13176672,13175358
13265360,13267749,13176775
13185812,13167100,13131404
13140553,13132563,13180013
13193928,13194021,13225426
13230651,13258626,13159608
13267255,13267243,13134871
13267239,13267243,13135783
13196587,13212742,13260833
13225185,13162990,13138702
13203190,13132089,13263342
13218626,13131653,13206758
13197919,13158097,13227004
13167082,13166711,13261484
13185089,13188289,13138001
13169540,13145078,13193484
13164823,13180860,13140227
13267236,13267302,13161215
13267236,13267260,13156026
13247766,13216562,13198247
13150938,13160548,13202080
13244720,13247385,13156791
13133526,13179790,13235283
13267240,13267239,13165378
13220612,13220029,13260930
13209034,13205636,13212946
13167095,13181433,13135308
13150977,13161761,13133684
13234944,13234802,13149404
13207747,13207778,13153244
13260183,13260043,13140430
13216799,13141462,13261525
13244218,13145024,13259675
13258372,13268466,13203057
13194295,13186322,13133209
13237668,13257083,13192045
13267357,13267348,13191717
13135082,13135081,13204450
13267272,13267265,13251320
13267240,13267260,13229176
13267239,13267348,13223927
13176987,13176924,13269634
13190381,13161729,13207299
13232348,13220600,13259177
13258051,13253802,13140227
13145952,13155360,13256304
13229317,13229314,13153028
13212576,13262521,13204450
13134138,13179790,13243496
13181408,13178289,13240413
13202574,13186527,13188827
13267240,13267357,13158969
13186582,13187134,13162339
13268249,13253470,13136163
13267350,13267255,13179019
13208648,13213523,13193928
13233557,13233561,13189595
13267357,13267269,13158811
13267272,13267348,13239873
13212576,13150721,13251978
13132434,13132436,13234944
13267302,13267243,13155488
13221374,13207928,13267745
13267302,13267350,13176321
13267933,13268010,13189275
13267272,13267243,13237615
13214615,13214619,13144385
13267260,13267265,13167342
13193664,13194199,13133079
13233199,13218898,13225458
13267236,13267243,13173008
13267260,13267269,13180569
13267009,13141684,13182295
13164497,13193902,13248945
13267302,13267239,13257641
13267239,13267346,13243105
13221922,13211249,13257608
13267348,13267265,13170445
13198290,13171209,13134013
13132882,13131443,13196542
13253932,13256940,13139072
13246720,13254706,13137139
13200031,13161249,13192743
13133126,13201616,13211663
13267236,13267239,13220404
13201508,13219809,13214886
13267272,13267255,13166834
13180328,13180327,13246868
13145024,13229612,13252053
13267240,13267272,13172271
13254912,13241659,13256612
13195073,13198292,13253656
13198739,13210604,13182718
13264594,13261902,13158811
13205219,13168172,13233562
13267236,13267357,13204238
13175721,13157325,13235283
13205219,13212576,13142518
13267592,13232289,13223992
13267357,13267243,13209450
13195741,13194983,13215166
13131947,13216799,13228833
13175110,13165763,13210579
13258051,13245937,13248815
13219232,13253179,13263435
13233216,13244246,13208541
13146090,13146271,13204997
13162990,13164823,13246226
13253314,13254305,13235678
13232289,13218915,13180532
13183205,13187243,13233905
13221269,13216796,13234583
13267260,13267348,13241391
13148782,13131871,13223964
13267164,13268632,13205636
13207991,13209661,13199853
13233557,13233564,13162658
13255679,13253339,13164444
13267255,13267348,13232671
13194072,13173305,13212738
13207991,13208979,13131522
13257285,13246226,13203057
13267236,13267269,13175367
13162690,13165725,13238338
13182573,13179431,13213581
13173832,13178438,13157325
13165716,13165821,13244663
13197588,13162210,13233795
13200176,13227226,13147924
13205219,13208907,13154219
13233562,13233557,13269709
13267239,13267265,13197079
13181674,13181673,13264416
13240535,13240527,13219932
13182291,13179640,13148943
13267350,13267243,13193586
13267255,13267265,13252394
13232912,13213441,13145952
13151638,13191534,13233224
13217285,13155149,13130161
13133139,13181189,13160835
13162990,13180860,13268250
13267357,13267346,13251431
13138216,13138646,13262405
13261077,13243768,13165617
13182283,13182284,13228902
13225185,13162986,13257007
13267240,13267243,13247548
13229314,13193902,13265104
13267357,13267265,13235734
13267350,13267265,13261525
13205219,13262521,13194986
13190887,13190592,13175893
13131947,13141462,13248004
13267236,13267348,13250719
13186457,13198089,13164803
13200928,13200176,13205069
13233554,13233557,13242142
13208907,13212576,13171218
13267592,13218915,13176740
13168172,13262521,13268257
13267236,13267346,13212405
13267243,13267346,13209809
13233554,13233561,13189231
13233552,13233554,13247766
13212038,13188738,13195819
13267239,13267260,13203877
13267255,13267269,13165092
13205147,13194199,13265451
13208907,13262521,13134728
13249303,13202353,13261211
13134031,13134140,13137872
13146640,13154038,13137923
13267265,13267269,13232540
13267243,13267269,13223433
13230555,13162752,13217396
13245055,13239398,13182652
13142127,13149549,13198739
13202790,13244522,13174983
13229314,13162742,13175439
13150721,13262521,13217164
13244287,13158822,13232193
13233561,13233564,13152265
13244218,13229612,13131674
13267350,13267269,13181616
13243660,13253656,13189396
13218119,13254880,13244602
13208759,13217321,13217033
13245937,13253802,13179262
13199165,13202115,13195227
13180945,13181418,13253407
13205726,13141462,13186110
13267243,13267265,13243402
13267302,13267265,13261483
13211240,13212214,13208958
13267302,13267255,13197701
